UPC,ASIN,Item Name,Cost,Manufacturer,Sales Rank,Listing Price,New Offer Count,FBA Fees,FBM Fees,Total Costs,Net Profit,ROI (%)
025033025226,B0002564KI,"Danner Manufacturing, Inc., Pondmaster Pond-Mag, 250 GPH Magnetic Drive Water Pump, 02522",59.44,"Danner Manufacturing, Inc.",129776,86.99,22,20.61,13.05,80.05,6.94,11.68%
10838120801,B0002QHMSK,Lee's Super Algae Scrubber w/Handle for Glass Tanks - Coarse,1,Lee's Pet Products,120950,10.07,15,11.5,1.51,12.5,-2.43,-243.00%
10838120856,B0006JLRKC,Lee's Super Algae Scrubber w/Handle for Acrylic Tanks - Fine,0.25,Lee's Pet Products,205707,9.12,8,10.21,1.37,10.46,-1.34,-536.00%
071859945910,B071FZ595F,"Hummingbird ElectroNectar, 16-oz. Concentrate",10.75,Kaytee,130126,67.82,2,19.41,10.17,30.16,37.66,350.33%
048081011492,B01M1D1Z5V,Cuttlebone Holder,0.77,Prevue Pet Products Inc,130215,9.1,5,4.5,1.37,5.27,3.83,497.40%
045663590109,B00BUFTZOG,Four Paws Quick Fit Muzzle,1.25,Four Paws,130465,9.45,7,3.71,1.42,4.96,4.49,359.20%
010838145101,B0002APXPA,Lee's Economy 500-Foot Airline Tubing Spool - 72 Ounce,40.81,Lee's Pet Products,130560,65.99,10,17.38,9.9,58.19,7.8,19.11%
015561219624,B000CMKHCM,"Exo Terra Specialty Reptile Food, Canned XL Crickets for Reptiles, PT1962",0.05,Rolf C. Hagen (USA) Corp.,130619,6.99,3,3.96,1.05,4.01,2.98,5960.00%
015561113724,B00QO1WEY4,(6 Pack) Aquaclear 50-gallon Biomax,4.81,Aquaclear,130724,25.49,4,9.59,3.82,14.4,11.09,230.56%
010838125202,B07R72NVT4,"Lee's Aquarium 18 Pack of Discard-A-Stone Plastic Air Diffusers, Coarse Bubble18",2.71,Lee's Pet Products,131243,25.9,4,8.04,3.89,10.75,15.15,559.04%
030157018597,B019K8ITGY,Blue Ribbon PET Products 030157018597 Color Burst Florals Lotus Plant,2.5,Prime Pet Deals - Code 1,131422,14.13,1,8.33,2.12,10.83,3.3,132.00%
10838130510,B0009YHS1G,Lee's Plate Connector with T-Ring - 2 pk,9.05,Lee's,324812,10.98,7,5.33,1.65,14.38,-3.4,-37.57%
10838130527,B0002APV6G,"Lee's Pet Products ALE13052 2-Pack Undergravel Elbow for Aquarium Filter, 1-Inch",9.7,TopDawg Pet Supply,171395,9.82,7,4.6,1.47,14.3,-4.48,-46.19%
097612241051,B00U9ODDCY,Betta Dial-A-Treat,2.77,Zoo Med Laboratories Inc,131433,9.99,8,4.41,1.5,7.18,2.81,101.44%
015561112239,B0002AQIWC,"Marina "" Diameterorado"", 66 to 88 F / 19 to 31 C",0.5,Rolf C. Hagen (USA) Corp.,131901,5.89,6,3.17,0.88,3.67,2.22,444.00%
018214001027,B01LVXCU0K,Nylabone (5 Pack) Dura Chew Regular Original Flavored Bone Dog Chew Toys,0.05,Nylabone,132189,16.36,10,6.6,2.45,6.65,9.71,19420.00%
025033125452,B005X05JHQ,Danner Volute/Pump Cover for Pondmaster,3.49,Dogtra,132341,8.69,6,3.59,1.3,7.08,1.61,46.13%
10838131524,B0002APV98,"Lee's 10 Premium Undergravel Filter, 10-Inch by 20-Inch",18.42,Lee's Aquarium and Pet Products,124776,28.99,6,14.72,4.35,33.14,-4.15,-22.53%
10838131548,B0002APV9I,"Lee's 15/20 Premium Undergravel Filter, 12-Inch by 24-Inch",29.43,Lee's Aquarium and Pet Products,80858,41.29,9,15.62,6.19,45.05,-3.76,-12.78%
10838131562,B0002APV9S,"Lee's 20L/29 Premium Undergravel Filter, 12-Inch by 30-Inch",29.99,Lee's Aquarium and Pet Products,113780,43.75,11,17.69,6.56,47.68,-3.93,-13.10%
10838131609,B0002APVAC,"Lee's 40/55 Premium Undergravel Filter, 12-Inch by 48-Inch",37.15,Lee's Aquarium and Pet Products,90151,0,1,11.04,0.3,48.19,-48.19,-129.72%
048054800528,B0002566MO,Oasis Bottle Guard 8 Oz,1.5,KORDON/OASIS (NOVALEK),132352,10.7,11,6.16,1.61,7.66,3.04,202.67%
015561120838,B00FVXNFO4,"Marina Vibrascaper Fish Tank Decorations, Foxtail Plant, White, 5in, 12083",0.05,Rolf C. Hagen (USA) Corp.,132953,6.6,3,3.9,0.99,3.95,2.65,5300.00%
097612348545,B075JRHDQM,"Zoo Med (2 Pack) ReptiSun T5 HO High Output 10.0 UVB Lamp 54W, 46""",30.45,,132960,63.37,4,19.88,9.51,50.33,13.04,42.82%
073626600015,B00943V2I8,RICH HEALTH Kwik Stop Powder,1.25,Gimborn,132965,11.39,5,5.39,1.71,6.64,4.75,380.00%
10838132057,B0002APVT8,"Lee's 5-1/2 Original Undergravel Filter, 7-1/2-Inch by 15-Inch",13.12,Lee's Pet Products,111089,20.44,7,7.62,3.07,20.74,-0.3,-2.29%
10838132101,B00IQLXPF2,"Lee's 13210 10 Original Under Gravel Filter, 10"" x 20"",Black",12.65,Lee's Aquarium and Pet Products,180326,0,4,4.52,0.3,17.17,-17.17,-135.73%
10838132156,B0002APVTS,"Lee's 15/20 Original Undergravel Filter, 12-Inch by 24-Inch",15.62,Lee's Pet Products,154062,24.85,7,9.5,3.73,25.12,-0.27,-1.73%
015561228022,B0002AR4B6,"Exo Terra Water Dish, Medium",1,Rolf C. Hagen (USA) Corp.,133004,7.86,9,4.56,1.18,5.56,2.3,230.00%
10838132309,B0002APVX4,"Lee's 30L Original Undergravel Filter, 12-Inch by 36-Inch",28.04,Lee's Pet Products,170291,36.9,6,11.75,5.54,39.79,-2.89,-10.31%
022808260240,B01DYJB0C0,Merrick Lil's Plates 3.5-Oz Grain Free Wet Food for Small Breed Dogs 12 Cans - Dainty Duck Medley in Gravy,0.25,Merrick,133151,23.5,7,10.61,3.53,10.86,12.64,5056.00%
015561102261,B01F2KMH1M,"(3 Pack) Fluval Filter Foam Block 404/405, 2 Blocks each",1.25,Fluval,133207,18.78,4,9.9,2.82,11.15,7.63,610.40%
010838115166,B0002APT0Y,"Lee's 6-Inch Slim Jr. Ultra Gravel Vacuum Cleaner, Self-Start",1.25,Lee's Pet Products,133529,8.64,9,4.43,1.3,5.68,2.96,236.80%
097121204899,B00BUFUCAM,Ecological Laboratories Microbe-Lift Special Blend Aquarium Bacteria Size: 8.5 oz.,2.31,Ecological Laboratories,133987,9.48,5,4.8,1.42,7.11,2.37,102.60%
077234520772,B0798GSV9H,"SPOT Shimmer Glimmer Butterfly Cat Toy - Catnip Filled Plush Toy with Colorful, Shimmery Design, Playful Toy for Cats and Kittens - One Butterfly, Color May Vary - 6 in",1.82,Ethical Products/Fashion Pet,134178,6.69,10,3.91,1,5.73,0.96,52.75%
10838134105,B0002APWE2,Lee's Triple-Flow Corner Filter - Medium,6.77,Lee's Pet Products,160538,11.72,6,5.91,1.76,12.68,-0.96,-14.18%
096316280953,B07SN6B15D,Tropical Bulb Low Intensity Uvb/Uva,2,Zilla,135064,24.25,4,9.16,3.64,11.16,13.09,654.50%
10838134150,B0002APX0U,"Lee's Triple-Flow Corner Filter, Large",12.96,Lee's Pet Products,114086,15.02,8,6.72,2.25,19.68,-4.66,-35.96%
045125618501,B000TZ1XDY,Kaytee Cool Crock Small,0.05,Central Garden & Pet,135531,7.5,3,4.04,1.13,4.09,3.41,6820.00%
10838141004,B00DDZ3HD6,Lee's Plastic Tee 2pc Blister Card,0.05,LEE&#039;S PET PRODUCTS,605265,8.95,3,,,,,nan%
030157014254,B00BUFWB60,"Blue Ribbon Pet Products ABLCB2012RD Sword Plant for Aquarium, Red",1.25,TopDawg Pet Supply,136098,11.63,4,7.11,1.74,8.36,3.27,261.60%
045125611458,B0040HFQGM,Kaytee Perfect Chew Hamster,0.05,Central Garden & Pet,136856,6.74,8,4.14,1.01,4.19,2.55,5100.00%
10838141042,B004PBD7N2,Lee's Pet Products ALE141042 2-Way Card Plastic Valve for Aquarium Pumps,1.52,TopDawg Pet Supply,377505,0,15,2.59,0.3,4.11,-4.11,-270.39%
097612103588,B07SNWC6CP,Zoo Med Reptivite Reptile Vitamins without D3 8 oz - Pack of 3,9.07,Zoo Med,137351,35.06,2,11.03,5.26,20.1,14.96,164.94%
010838132002,B004130MU0,"Lee's Pet Products ALE13200 Undergravel Fishbowl Filter, 1-Gallon",1,TopDawg Pet Supply,138126,10.87,4,5.53,1.63,6.53,4.34,434.00%
10838145002,B00DQV1MLQ,Lees Airline Connectors 6pk,0.05,Lees,303565,0,7,,,,,nan%
10838145002,B00BUFXB7S,"LEE'S AQUARIUM & PET PRODUCT - 2 pack - AIRLINE CONNECTORS 6/CD ""Ctg: AQUATIC PRODUCTS - AQUATICS - VALVES/CONNECTORS""",0.05,Lee's,479675,0,3,,,,,nan%
010838132606,B003C5PPXM,"Lee's 60/77/90 Original Undergravel Filter, 15-Inch by 48-Inch or 12-Inch by 60-Inch",31.95,Lee's Aquarium and Pet Products,138618,50.14,9,14.53,7.52,46.48,3.66,11.46%
097612400496,B07RXLVSJ7,CAN O' SNAILS,3.41,Zoo Med,138727,49.95,3,13.01,7.49,16.42,33.53,983.28%
097612008067,B0771PMFL2,"Zoo Med Creatures LED Black Light, 5 Watt",1.05,Zoo Med,138849,10.49,15,5.25,1.57,6.3,4.19,399.05%
10838145071,B0002APXOQ,"Lee's Airline Tubing, 25-Foot, Standard,White",4.78,Lee's Pet Products,129137,0,18,3.43,0.3,8.21,-8.21,-171.76%
010838200206,B00LQNTUY2,"Kritter Keeper Pet Home [Set of 3] Size: Medium (8"" H x 7.75"" W x 11.75"" D)",14.45,Lees Aquarium & Pet,139158,49.74,5,20.87,7.46,35.32,14.42,99.79%
010838115517,B0006G4SK6,"Lee Aquarium 41011551: Ultra GravelVac Self-Start Gravel Vacuum Cleaner with Clip, Mini 5In",0.05,Lees Aquarium,139355,25.95,4,8.88,3.89,8.93,17.02,34040.00%
048054312489,B004PBGB80,"KORDON #31248 AmQuel Ammonia Control and Detoxifies Chloramine for Aquarium, 8-Ounce",5.75,KORDON LLC,139479,12.82,9,6.07,1.92,11.82,1,17.39%
051233316956,B07XKW34HP,"Vitakraft 3 Pack of Apricot & Cherry Crunch Sticks for Conures, 2 Sticks Each",3.79,Vitakraft,139537,16.87,5,8.05,2.53,11.84,5.03,132.72%
10838146504,B004LO9LA6,"Lee's Sleek Airline Tubing, 8-Foot, Black",1.93,Lee's Pet Products,293039,3.93,8,2.97,0.59,4.9,-0.97,-50.26%
035368092268,B0049H68RO,Fish Mate 500GUV Gravity UV+Bio Pond Filter,48.53,Ani Mate - Lawn & Garden,140015,89.99,9,22.34,13.5,70.87,19.12,39.40%
10838146559,B002DZE6AU,Sleek Air Line Tubing Black 25ft3,4.8,LEE&#039;S PET PRODUCTS,506261,0,3,5.4,0.3,10.2,-10.2,-212.50%
10838150051,B002DVVBDE,"Lee's Flex Aquarium Tubing, Clear, 3/8-Inch by 50-Foot, (No dispenser box)",27.05,Lee's Pet Products,522321,30.55,6,10.63,4.58,37.68,-7.13,-26.36%
015561219549,B000CMJT7G,"Exo Terra Specialty Reptile Food, Canned Silkworms for Reptiles, PT1954",0.05,Rolf C. Hagen (USA) Corp.,140500,7.89,4,4.09,1.18,4.14,3.75,7500.00%
096316671409,B01B869LJK,Zilla Night Black Incandescent Bulb 150 Watt (3 Pack),1.25,Zilla,141025,14.38,7,7.68,2.16,8.93,5.45,436.00%
076711006105,B07NZPPNLL,Lixit LX00610 Cozy Cotton Nesting Pad CN12-12 Piece,0.05,Lixit Corporation,141375,6.26,4,3.23,0.94,3.28,2.98,5960.00%
10838160050,B07K8WHM1B,"Lee's Aquarium Thinwall Rigid Tubing (3 Count - 3/16"" x3')3",11.08,Lee's Pet Products,62506,13.4,5,12,2.01,23.08,-9.68,-87.36%
10838160050,B0002APYRM,"Lee's Pet Products ALE16005 Rigid Tubing for Aquarium Pumps, 3/16-Inch by 3-Feet",11.08,TopDawg Pet Supply,92588,10.85,8,11.24,1.63,22.32,-11.47,-103.52%
10838160050,B07K8XCDSD,"Lee's Aquarium Thinwall Rigid Tubing (6 Count - 3/16"" x3')",11.08,Lee's Pet Products,93241,19.52,5,12.92,2.93,24,-4.48,-40.43%
10838160104,B0002APYRW,"Lee's Pet Products ALE16010 Rigid Tubing for Aquarium Pumps, 5/16-Inch by 3-Feet",10.87,TopDawg Pet Supply,284211,7.64,4,10.37,1.15,21.24,-13.6,-125.11%
10838160159,B0002APYS6,"Lee's Pet Products ALE16015 Rigid Tubing for Aquarium Pumps, 3/8-Inch by 3-Feet",10.64,TopDawg Pet Supply,196841,9.64,9,10.67,1.45,21.31,-11.67,-109.68%
10838160203,B0002APYSG,Lee's Thinwall Rigid Tubing 7/16in x 36in,11.8,Lee's Pet Products,294434,10.8,7,11.61,1.62,23.41,-12.61,-106.86%
10838160203,B005AU83RC,"Lee Rigid Tube, 7/16"" by 3'",11.8,Pro-Motion Distributing - Direct,383960,0,4,13.7,0.3,25.5,-25.5,-216.10%
10838160258,B0002APYSQ,"Lee's Pet Products ALE16025 Rigid Tubing for Aquarium Pumps, 1/2-Inch by 3-Feet",12.24,TopDawg Pet Supply,369088,7.57,7,10.36,1.14,22.6,-15.03,-122.79%
10838160302,B0002APYT0,"Lee Rigid Tube, 9/16"" by 3'",11.37,Pro-Motion Distributing - Direct,383960,13.83,10,16.24,2.07,27.61,-13.78,-121.20%
10838160302,B07G9CC64F,"Lee's Aquarium Rigid Thinwall Clear Tubing, 36"" Long (9/16"" Dia. Tubing)",11.37,Lee's Aquarium,496967,0,1,,,,,nan%
10838160357,B001IJKELC,"Lee's Pet Products ALE16035 Rigid Tubing for Aquarium Pumps, 5/8-Inch by 3-Feet",10.86,TopDawg Pet Supply,218174,14.59,3,12.18,2.19,23.04,-8.45,-77.81%
10838160357,B0002APYSG,Lee's Thinwall Rigid Tubing 7/16in x 36in,10.86,Lee's Pet Products,294434,10.8,7,11.61,1.62,22.47,-11.67,-107.46%
10838160357,B005X07VMW,"Thinwall Rigid Tubing 5/8"" X 3ft",10.86,Lee's,447509,21.27,1,,,,,nan%
10838160401,B00PV3XYMC,"LA 3/4X36"" RIGID TUBING",13.42,Lee's Aquarium & Pet Products,397802,13.39,5,12,2.01,25.42,-12.03,-89.64%
10838160401,B002DVRDY0,"Lee's Pet Products ALE16040 Rigid Tubing for Aquarium Pumps, 3/4-Inch by 3-Feet",13.42,TopDawg Pet Supply,458482,19.96,1,12.98,2.99,26.4,-6.44,-47.99%
10838160456,B0002APYTU,"Lee's Pet Products ALE16045 Rigid Tubing for Aquarium Pumps, 1-Inch by 3-Feet",12.44,TopDawg Pet Supply,91161,15.71,17,12.35,2.36,24.79,-9.08,-72.99%
079441004199,B00LQL4J72,Van Ness Giant Sifting Cat Pan Liner [Set of 3],9.18,Van Ness,142330,19.56,3,8.8,2.93,17.98,1.58,17.21%
10838160500,B007PGEC24,"Lee's Pet Products ALE16050 Rigid Tubing for Aquarium Pumps, 1-3/16-Inch by 3-Feet",12.56,TopDawg Pet Supply,389761,16.08,5,12.4,2.41,24.96,-8.88,-70.70%
10838195359,B002DVYAMI,"Lee's Betta Keeper Large w/Lid, Gravel and Plant",13.78,Lee's Pet Products,304616,19.74,14,8.33,2.96,22.11,-2.37,-17.20%
10838195380,B0010P67ZG,"Lee's Betta Keeper with Lid, Gravel and Plant - Small",5.21,Lee's Pet Products,346393,10.58,13,5.74,1.59,10.95,-0.37,-7.10%
091197227011,B0759XDZ42,Fluker's (3 Pack) Black Nightlight Bulbs for Reptiles 60 watt,2.1,Flukers,142534,18.99,5,8.22,2.85,10.32,8.67,412.86%
10838199852,B0002APZB2,"Lee's Kritter Keeper, Round with Lid and Pedestal - Small",9.54,Lee's Pet Products,79760,9,12,5.57,1.35,15.11,-6.11,-64.05%
10838199906,B0002APZBC,"Lee's Kritter Keeper, Medium Round w/Lid and Pedestal, Assorted",11.96,Lee's Pet Products,230419,15.25,8,9.29,2.29,21.25,-6,-50.17%
10838200107,B0002APZNU,"Lee's Kritter Keeper, Mini Rectangle w/Lid ( Colors May Vary )",3.69,Lee's Pet Products,52358,8.95,24,7.19,1.34,10.88,-1.93,-52.30%
015905060202,B07T6H9K1H,"Aqueon 4 Pack of Betta Bowl Plus Water Conditioner & Dechlorinator, 4 Fluid Ounces Each4",2.41,Aqueon,142876,20.78,4,8.49,3.12,10.9,9.88,409.96%
010838201937,B0002A5Z8K,"Lee's Kritter Krawler Mini Exercise Ball, 5-Inch, Colored",0.05,Lee's Pet Products,142890,5.85,12,4.66,0.88,4.71,1.14,2280.00%
10838200152,B0002APZO4,"Lee's Kritter Keeper, Rectangle with Lid - Small, Assorted Colors",10.28,Lee's Pet Products,95276,12.72,14,9.39,1.91,19.67,-6.95,-67.61%
10838200152,B00S50DBIU,Kritter Keeper,10.28,Lees Aquarium & Pet,199572,11.95,2,8.87,1.79,19.15,-7.2,-70.04%
10838200152,B00W5TJU78,Lees Aquarium Kritter Keeper,10.28,Bradley Caldwell Inc,386929,17.57,5,9.8,2.64,20.08,-2.51,-24.42%
10838200206,B0002APZOE,"Lee's Kritter Keeper, Medium Rectangle w/Lid, Label, Colors may vary",14.45,Lee's Pet Products,131955,21.34,9,15.09,3.2,29.54,-8.2,-56.75%
010838120085,B004PBA73U,Lee's Pet Products ALE12008 Xl Fine Acrylic Algae Scrubber Pad for Aquarium,1,TopDawg Pet Supply,143041,7.99,11,4.58,1.2,5.58,2.41,241.00%
10838200206,B009RQAWEC,MOJETTO Kritter Keepers - Rectangle (Medium) 11 3/4 X 7 3/4 X 8h,14.45,Lee S Aquarium & Pet,386974,22.18,4,15.6,3.33,30.05,-7.87,-54.46%
10838200251,B004LOBUSW,Kritter Keeper,18.85,Lee S Aquarium & Pet,516593,32.81,3,,,,,nan%
10838200503,B00BUFZ64E,Reptile Ranch,13.89,Lee'S Aquarium & Pet Prod,192176,19.58,9,10.82,2.94,24.71,-5.13,-36.93%
10838200558,B0002APZPS,"Lee's Reptile Ranch, Large, Rectangle with Lid, Colors may Vary",25.24,Lee's Pet Products,206825,31.72,11,18.17,4.76,43.41,-11.69,-46.32%
10838200558,B0071DH0IY,Reptile Ranch,25.24,Lee's Aquarium & Pet,528255,36.44,3,14.31,5.47,39.55,-3.11,-12.32%
10838200787,B0002DHAWQ,"Lee's Kricket Keeper, Large,Apple,1.84 pounds",24.87,Lee's Pet Products,41850,34.44,15,13.05,5.17,37.92,-3.48,-13.99%
051233254463,B00SNKQDZA,Orange Drop for Guinea Pig Treat - 5 oz. [Set of 2],1.25,Vitakraft,143530,12.46,6,6.42,1.87,7.67,4.79,383.20%
10838200800,B001OVBDDM,"Lee's Kricket Keeper, Small",14.08,Lee's Pet Products,20045,18.96,19,8.71,2.84,22.79,-3.83,-27.20%
015958988041,B07F4DSGV8,"Nutri Chomps Mini Chicken Wrapped Knot Dog Chew, 16 Count16",1.62,Scott Pet,143582,15.97,5,6.95,2.4,8.57,7.4,456.79%
10838200824,B007V3HCPK,Lees Aquarium Herphaven Rectangle Reptile Carrier,3.65,Lees,81984,8.97,8,5.95,1.35,9.6,-0.63,-17.26%
045663975616,B085M82B5F,Four Paws Healthy Promise Pet Dog Paw Protection Paw Guard 1.75 Ounces,4.9,Central Garden & Pet,143657,12.18,4,5.51,1.83,10.41,1.77,36.12%
10838200848,B0002DHB3Y,"Lee's Herp Haven, Small, color may vary",11.45,Lee's Pet Products,349909,16.7,7,15.92,2.51,27.37,-10.67,-93.19%
10838200848,B004ZXTJ46,Lee's Rectangular HerpHaven - Small,11.45,Lee's Aquarium Products,522010,20.88,3,10.61,3.13,22.06,-1.18,-10.31%
10838200909,B0002DHB66,Lee's Herp Haven X Large,27.29,Lee's Pet Products,392387,40.98,4,20.7,6.15,47.99,-7.01,-25.69%
10838200923,B000YK7YN2,"Lee's Herp Haven Breeder Box, Round Lid color varies",12.68,Lee's Pet Products,94217,16.97,8,10.35,2.55,23.03,-6.06,-47.79%
10838200923,B00BUFZCOI,Lee's HerpHaven Low Round Breeder Box,12.68,Lee's Aquarium Products,598062,26.43,3,,,,,nan%
10838200961,B0002DHBKC,"Lee's Herp Haven Breeder Box, Large (Lid color varies)",25.25,Lee's Pet Products,213092,35.41,6,19.1,5.31,44.35,-8.94,-35.41%
10838201005,B004LOBED8,"Lee's Pet Products SLE20100 Round Turtle Lagoon, 8-Inch",8.9,TopDawg Pet Supply,361026,10.47,5,6.04,1.57,14.94,-4.47,-50.22%
10838201005,B00BUFZEX2,"Turtle Lagoon - Round 8"" Diameter X 2 1/4"" High",8.9,Lee's Aquarium Products,383549,15.25,2,6.84,2.29,15.74,-0.49,-5.51%
10838201258,B001IJKHBY,"Lee's Turtle Lagoon, Oval w/ Plant, 11-Inch by 8-1/2-Inch by 3-Inch",8.73,Lee's Pet Products,351474,12.8,9,6.91,1.92,15.64,-2.84,-32.53%
10838201357,B001IJGI3A,"Lee's Turtle Lagoon, Kidney w/Plant, 12-Inch by 8-5/8-Inch by 3-Inch",11.42,Lee's Pet Products,222165,15.91,8,9.55,2.39,20.97,-5.06,-44.31%
10838201654,B00BUFVURG,"Lee's Pet Products SLE20165 Plastic Pet Mealworm Dish, 3-Inch",2.23,TopDawg Pet Supply,115659,0,18,3.21,0.3,5.44,-5.44,-243.95%
077234541760,B01NCO8FIM,Ethical Products Inc. Skinneeez Tugs Raccoon Mini 14in,0.75,Ethical Products Inc.,144085,7.53,9,5.35,1.13,6.1,1.43,190.67%
077234520758,B07KRN62CY,"Spot 52075 4.5"" Shimmer Glimmer Fish With Catnip Cat Toy Assorted Colors",1.82,Spot,144373,10.89,2,5.53,1.63,7.35,3.54,194.51%
10838202071,B0002A5ZFI,"Lee's Kritter Krawler Exercise Ball, Standard, Clear - 7-Inch",11.63,Lee's Pet Products,20535,5.46,14,7.13,0.82,18.76,-13.3,-114.36%
10838202163,B0002A5ZGC,"Lee's Kritter Krawler Jumbo Exercise Ball, 10-Inch, Clear, All Breed Sizes",21.84,Lee's Pet Products,56424,34.8,7,18.25,5.22,40.09,-5.29,-24.22%
10838202163,B0002A5ZFS,"Lee's Kritter Krawler Jumbo Exercise Ball, 10-Inch, (Random colors),All Breed Sizes",21.84,Lee's Pet Products,102848,38.03,2,20.63,5.7,42.47,-4.44,-20.33%
10838202163,B07SNTV2RM,"Lees Kritter Krawler - Clear Jumbo - 10"" Diameter - Pack of 10",21.84,Lees,504067,0,0,11.8,0.3,33.64,-33.64,-154.03%
10838202262,B00068K06A,"Lee's Kritter Krawler Giant Exercise Ball, 12-1/2-Inch, Clear",32.15,Lee's Pet Products,170181,52.99,6,21.94,7.95,54.09,-1.1,-3.42%
116068208,B00B39STI2,Neoplex Marine And Freshwater Antibiotic,5.92,Seachem Laboratories Inc,72243,10.95,5,,,,,nan%
116068208,B0041UGGSK,Neoplex 10 Gram by Seachem,5.92,Seachem Laboratories Inc,79689,9.75,12,4.37,1.46,10.29,-0.54,-9.12%
116011303,B004PBD4J4,"Matrix, 500 mL /17 oz",9.92,"Seachem Laboratories, Inc.",37572,9.21,19,5.16,1.38,15.08,-5.87,-59.17%
048054322440,B004LOBIIE,"KORDON #32244 Trans Clear Fresh Water for Aquarium, 4-Ounce",3.57,KORDON LLC,145267,9.15,6,3.84,1.37,7.41,1.74,48.74%
116011709,B0002A5VIO,Seachem Matrix Bio Media 1 Liter,13.04,"Seachem Laboratories, Inc.",18138,17.95,20,8.46,2.69,21.5,-3.55,-27.22%
116012300,B0002APIIW,"Seachem Stability Fish Tank Stabilizer - For Freshwater and Marine Aquariums, 16.9 Fl Oz (Pack of 1)",15.22,"Seachem Laboratories, Inc.",2912,16.7,21,7.5,2.51,22.72,-6.02,-39.55%
116012300,B007R5LFMI,Stability,15.22,Seachem Laboratories Inc,159523,21.99,6,,,,,nan%
097612240504,B00BS96J2U,Zoo Med Ceramic Betta Log Small,0.05,Zoo Med Laboratories Inc,145464,7.98,9,4.33,1.2,4.38,3.6,7200.00%
116012409,B0017JFX3C,Seachem Stability Fish Tank Stabilizer - For Freshwater and Marine Aquariums 50 ml,2.81,"Seachem Laboratories, Inc.",36862,4.95,6,3.65,0.74,6.46,-1.51,-53.74%
025033027404,B00BUFYKNC,"Danner Manufacturing, Inc. Supreme Aqua-Mag 2400 GPH Pump, 02740",153.32,"Danner Manufacturing, Inc.",145553,222.99,11,42.45,33.45,195.77,27.22,17.75%
116012508,B0002APIJ6,Seachem Stability Fish Tank Stabilizer - For Freshwater and Marine Aquariums 100ml,3.66,"Seachem Laboratories, Inc.",2912,3.99,12,3.73,0.6,7.39,-3.4,-92.90%
116012805,B0006JLVR6,Seachem Stability Fish Tank Stabilizer - For Freshwater and Marine Aquariums 2L / 67.6 oz,29.99,"Seachem Laboratories, Inc.",2912,34.94,8,12.64,5.24,42.63,-7.69,-25.64%
097612400731,B07SNW5X42,Zoo Med Natural Juvenile Bearded Dragon Food 10 oz - Pack of 4,9.03,Zoo Med Laboratories,145618,21.19,3,10.26,3.18,19.29,1.9,21.04%
116013703,B000255PGC,Seachem Denitrate 1 Liter,13.32,"Seachem Laboratories, Inc.",44185,18.67,12,8.57,2.8,21.89,-3.22,-24.17%
048081625101,B009GOCIVU,Prevue Hendryx 60062510: Tropical Teasers Cookies and Knots Bird Toy,2.31,"Prevue Pet Products, Inc.",145800,9.07,12,5.58,1.36,7.89,1.18,51.08%
071859550312,B0006L11II,Kaytee Forti-Diet Treat Stick Honey Flavor Rabbit 8 oz,1,Central Garden & Pet,145837,6.11,14,3.58,0.92,4.58,1.53,153.00%
048081011492,B0040HDFQA,Prevue Pet Products Birdie Basics Cuttlebone & Treat Holder,0.77,Prevue-Hendryx,145884,6.89,14,3.94,1.03,4.71,2.18,283.12%
116016506,B010UNN3DW,"Seachem 19179 Purigen Ultimate Filtration, 2.1 oz/100ml",7.7,Seachem,41759,12.62,13,5.57,1.89,13.27,-0.65,-8.44%
091197228032,B0759X5GP1,Fluker's (3 Pack) Red Heat Bulbs for Reptiles 100 watt,1.34,Flukers,145914,16.21,7,7.8,2.43,9.14,7.07,527.61%
116016605,B000255PJE,Purigen & Matrix Bio Media 250ml,12.29,"Seachem Laboratories, Inc.",8609,14.99,18,6.15,2.25,18.44,-3.45,-28.07%
045125621310,B0002ASAY6,"Kaytee Simple Sleeper Cozy Hammock for Ferrets, Faux Fur Lined, Polyester, 2""L x 6""W x 9""Th",2.24,Central Garden & Pet,146175,8.72,14,4.44,1.31,6.68,2.04,91.07%
010838146559,B001D4XTUU,"Lee's Sleek Airline Tubing, 25-Foot, Black",4.8,Lee's Pet Products,146287,11.8,10,5.67,1.77,10.47,1.33,27.71%
116017305,B000256DV8,Seachem Garlic Guard 500-Ml,12.66,"Seachem Laboratories, Inc.",13471,11.9,23,6.78,1.79,19.44,-7.54,-59.56%
018214001034,B00SAPV6SC,Nylabone Durable Original Wolf,0.75,T.F.H. PUBLICATIONS INC & NYLABONE,146439,12.71,11,5.81,1.91,6.56,6.15,820.00%
116017503,B003N47RRE,"Seachem Garlic Guard Fischfutter, 100 mL / 3.4 fl. oz",3.22,"Seachem Laboratories, Inc.",13471,6.99,15,4.18,1.05,7.4,-0.41,-12.73%
030325035005,B0002Y1OXQ,Pride Pet Door Flap Assembly,62.71,Z Industries,146784,88.03,11,23.95,13.2,86.66,1.37,2.18%
116018302,B0002DGIOW,Seachem PhosGuard 500ml,13.4,"Seachem Laboratories, Inc.",25530,15.79,12,7.74,2.37,21.14,-5.35,-39.93%
116018500,B00029PO6O,"Seachem PhosGuard, 100 mL bagged - 67101850",4,"Seachem Laboratories, Inc.",10781,6.49,17,3.31,0.97,7.31,-0.82,-20.50%
